$DATA1 
$OPTION MEASFORM=3
$index=1 is a nominal sample in Monte Carlo.
.TITLE '* the first line is always a comment'
index,delay_read,temper,alter#
255, 1.353264e-10,  27.0000000,1
256, 1.464442e-10,  27.0000000,1
257, 1.474348e-10,  27.0000000,1
258, 1.384931e-10,  27.0000000,1
259, 1.428546e-10,  27.0000000,1
260, 1.383678e-10,  27.0000000,1
261, 1.365790e-10,  27.0000000,1
262, 1.469754e-10,  27.0000000,1
263, 1.364544e-10,  27.0000000,1
264, 1.537707e-10,  27.0000000,1
265, 1.319725e-10,  27.0000000,1
266, 1.533728e-10,  27.0000000,1
267, 1.339564e-10,  27.0000000,1
268, 1.595319e-10,  27.0000000,1
269, 1.447750e-10,  27.0000000,1
270, 1.465961e-10,  27.0000000,1
271, 1.507970e-10,  27.0000000,1
272, 1.517519e-10,  27.0000000,1
273, 1.518036e-10,  27.0000000,1
274, 1.519543e-10,  27.0000000,1
275, 1.415040e-10,  27.0000000,1
276, 1.544993e-10,  27.0000000,1
277, 1.608182e-10,  27.0000000,1
278, 1.418104e-10,  27.0000000,1
279, 1.351065e-10,  27.0000000,1
280, 1.415314e-10,  27.0000000,1
281, 1.339996e-10,  27.0000000,1
282, 1.430986e-10,  27.0000000,1
283, 1.534369e-10,  27.0000000,1
284, 1.520727e-10,  27.0000000,1
285, 1.559716e-10,  27.0000000,1
286, 1.668208e-10,  27.0000000,1
287, 1.367929e-10,  27.0000000,1
288, 1.362797e-10,  27.0000000,1
289, 1.337498e-10,  27.0000000,1
290, 1.428836e-10,  27.0000000,1
291, 1.470940e-10,  27.0000000,1
292, 1.462102e-10,  27.0000000,1
293, 1.425739e-10,  27.0000000,1
294, 1.530349e-10,  27.0000000,1
295, 1.445240e-10,  27.0000000,1
296, 1.409450e-10,  27.0000000,1
297, 1.592506e-10,  27.0000000,1
298, 1.480684e-10,  27.0000000,1
299, 1.429871e-10,  27.0000000,1
300, 1.430012e-10,  27.0000000,1
301, 1.585138e-10,  27.0000000,1
302, 1.464394e-10,  27.0000000,1
303, 1.536095e-10,  27.0000000,1
304, 1.497036e-10,  27.0000000,1
305, 1.377244e-10,  27.0000000,1
306, 1.548113e-10,  27.0000000,1
307, 1.361835e-10,  27.0000000,1
308, 1.460648e-10,  27.0000000,1
309, 1.559925e-10,  27.0000000,1
310, 1.614609e-10,  27.0000000,1
311, 1.397906e-10,  27.0000000,1
312, 1.430370e-10,  27.0000000,1
313, 1.335037e-10,  27.0000000,1
314, 1.325331e-10,  27.0000000,1
315, 1.371152e-10,  27.0000000,1
316, 1.665645e-10,  27.0000000,1
317, 1.539410e-10,  27.0000000,1
318, 1.556380e-10,  27.0000000,1
319, 1.612195e-10,  27.0000000,1
320, 1.316872e-10,  27.0000000,1
321, 1.448271e-10,  27.0000000,1
322, 1.505221e-10,  27.0000000,1
323, 1.665581e-10,  27.0000000,1
324, 1.502004e-10,  27.0000000,1
325, 1.450351e-10,  27.0000000,1
326, 1.264568e-10,  27.0000000,1
327, 1.471222e-10,  27.0000000,1
328, 1.524926e-10,  27.0000000,1
329, 1.468685e-10,  27.0000000,1
330, 1.436625e-10,  27.0000000,1
331, 1.356948e-10,  27.0000000,1
332, 1.457137e-10,  27.0000000,1
333, 1.351808e-10,  27.0000000,1
334, 1.582983e-10,  27.0000000,1
335, 1.432394e-10,  27.0000000,1
336, 1.481560e-10,  27.0000000,1
337, 1.558521e-10,  27.0000000,1
338, 1.426208e-10,  27.0000000,1
339, 1.434671e-10,  27.0000000,1
340, 1.607004e-10,  27.0000000,1
341, 1.385521e-10,  27.0000000,1
342, 1.220488e-10,  27.0000000,1
343, 1.587645e-10,  27.0000000,1
344, 1.599772e-10,  27.0000000,1
345, 1.401522e-10,  27.0000000,1
346, 1.452187e-10,  27.0000000,1
347, 1.530282e-10,  27.0000000,1
348, 1.483322e-10,  27.0000000,1
349, 1.671214e-10,  27.0000000,1
350, 1.546626e-10,  27.0000000,1
351, 1.448115e-10,  27.0000000,1
352, 1.540103e-10,  27.0000000,1
353, 1.329449e-10,  27.0000000,1
354, 1.468529e-10,  27.0000000,1
355, 1.420744e-10,  27.0000000,1
356, 1.497088e-10,  27.0000000,1
357, 1.374845e-10,  27.0000000,1
358, 1.516609e-10,  27.0000000,1
359, 1.450974e-10,  27.0000000,1
360, 1.631557e-10,  27.0000000,1
361, 1.403781e-10,  27.0000000,1
362, 1.604712e-10,  27.0000000,1
363, 1.385846e-10,  27.0000000,1
364, 1.345819e-10,  27.0000000,1
365, 1.342082e-10,  27.0000000,1
366, 1.491444e-10,  27.0000000,1
367, 1.587830e-10,  27.0000000,1
368, 1.462349e-10,  27.0000000,1
369, 1.686812e-10,  27.0000000,1
370, 1.617478e-10,  27.0000000,1
371, 1.346957e-10,  27.0000000,1
372, 1.656187e-10,  27.0000000,1
373, 1.415350e-10,  27.0000000,1
374, 1.412324e-10,  27.0000000,1
375, 1.463779e-10,  27.0000000,1
376, 1.563149e-10,  27.0000000,1
377, 1.426259e-10,  27.0000000,1
378, 1.391045e-10,  27.0000000,1
379, 1.509985e-10,  27.0000000,1
380, 1.461620e-10,  27.0000000,1
381, 1.550192e-10,  27.0000000,1
382, 1.592618e-10,  27.0000000,1
383, 1.542450e-10,  27.0000000,1
384, 1.626071e-10,  27.0000000,1
385, 1.605551e-10,  27.0000000,1
386, 1.534499e-10,  27.0000000,1
387, 1.448287e-10,  27.0000000,1
388, 1.402533e-10,  27.0000000,1
389, 1.427314e-10,  27.0000000,1
390, 1.317819e-10,  27.0000000,1
391, 1.410816e-10,  27.0000000,1
392, 1.589528e-10,  27.0000000,1
393, 1.483969e-10,  27.0000000,1
394, 1.431472e-10,  27.0000000,1
395, 1.412278e-10,  27.0000000,1
396, 1.497198e-10,  27.0000000,1
397, 1.528421e-10,  27.0000000,1
398, 1.520564e-10,  27.0000000,1
399, 1.552309e-10,  27.0000000,1
400, 1.420145e-10,  27.0000000,1
401, 1.584732e-10,  27.0000000,1
402, 1.569478e-10,  27.0000000,1
403, 1.395836e-10,  27.0000000,1
404, 1.409921e-10,  27.0000000,1
405, 1.288671e-10,  27.0000000,1
406, 1.608464e-10,  27.0000000,1
407, 1.674860e-10,  27.0000000,1
408, 1.369728e-10,  27.0000000,1
409, 1.552433e-10,  27.0000000,1
410, 1.478874e-10,  27.0000000,1
411, 1.366476e-10,  27.0000000,1
412, 1.468218e-10,  27.0000000,1
413, 1.423155e-10,  27.0000000,1
414, 1.572742e-10,  27.0000000,1
415, 1.460415e-10,  27.0000000,1
416, 1.507555e-10,  27.0000000,1
417, 1.360517e-10,  27.0000000,1
418, 1.512813e-10,  27.0000000,1
419, 1.324963e-10,  27.0000000,1
420, 1.482507e-10,  27.0000000,1
421, 1.336004e-10,  27.0000000,1
422, 1.512772e-10,  27.0000000,1
423, 1.368481e-10,  27.0000000,1
424, 1.640608e-10,  27.0000000,1
425, 1.456350e-10,  27.0000000,1
426, 1.514723e-10,  27.0000000,1
427, 1.510116e-10,  27.0000000,1
428, 1.547670e-10,  27.0000000,1
429, 1.643781e-10,  27.0000000,1
430, 1.354049e-10,  27.0000000,1
431, 1.694139e-10,  27.0000000,1
432, 1.342555e-10,  27.0000000,1
433, 1.626807e-10,  27.0000000,1
434, 1.567498e-10,  27.0000000,1
435, 1.552291e-10,  27.0000000,1
436, 1.672413e-10,  27.0000000,1
437, 1.532948e-10,  27.0000000,1
438, 1.422240e-10,  27.0000000,1
439, 1.548159e-10,  27.0000000,1
440, 1.395310e-10,  27.0000000,1
441, 1.511557e-10,  27.0000000,1
442, 1.476260e-10,  27.0000000,1
443, 1.635526e-10,  27.0000000,1
444, 1.411639e-10,  27.0000000,1
