$DATA1
$OPTION MEASFORM=3
$index=1 is a nominal sample in Monte Carlo.
.TITLE '* the first line is always a comment'
index,delay_read,temper,alter#
1, 1.116344e-10,  27.0000000,1
2, 1.087411e-10,  27.0000000,1
3, 1.188458e-10,  27.0000000,1
4, 1.213230e-10,  27.0000000,1
5, 1.024420e-10,  27.0000000,1
6, 1.048116e-10,  27.0000000,1
7, 1.121903e-10,  27.0000000,1
8, 1.036312e-10,  27.0000000,1
9, 1.079403e-10,  27.0000000,1
10, 1.089344e-10,  27.0000000,1
11, 1.194844e-10,  27.0000000,1
12, 1.158797e-10,  27.0000000,1
13, 1.004846e-10,  27.0000000,1
14, 9.960666e-11,  27.0000000,1
15, 1.092930e-10,  27.0000000,1
16, 1.186412e-10,  27.0000000,1
17, 1.150708e-10,  27.0000000,1
18, 1.006589e-10,  27.0000000,1
19, 1.064383e-10,  27.0000000,1
20, 1.151892e-10,  27.0000000,1
21, 1.183997e-10,  27.0000000,1
22, 1.138464e-10,  27.0000000,1
23, 1.105620e-10,  27.0000000,1
24, 1.034619e-10,  27.0000000,1
25, 1.171563e-10,  27.0000000,1
26, 1.104333e-10,  27.0000000,1
27, 1.137428e-10,  27.0000000,1
28, 1.140157e-10,  27.0000000,1
29, 1.100330e-10,  27.0000000,1
30, 1.057257e-10,  27.0000000,1
31, 1.168793e-10,  27.0000000,1
32, 1.085549e-10,  27.0000000,1
33, 1.176582e-10,  27.0000000,1
34, 1.130654e-10,  27.0000000,1
35, 1.216623e-10,  27.0000000,1
36, 1.106939e-10,  27.0000000,1
37, 1.151932e-10,  27.0000000,1
38, 1.121239e-10,  27.0000000,1
39, 1.079101e-10,  27.0000000,1
40, 1.178903e-10,  27.0000000,1
41, 1.238714e-10,  27.0000000,1
42, 1.160033e-10,  27.0000000,1
43, 1.106785e-10,  27.0000000,1
44, 1.099698e-10,  27.0000000,1
45, 1.062338e-10,  27.0000000,1
46, 1.092650e-10,  27.0000000,1
47, 1.233359e-10,  27.0000000,1
48, 1.049507e-10,  27.0000000,1
49, 1.182952e-10,  27.0000000,1
50, 1.123505e-10,  27.0000000,1
51, 1.213399e-10,  27.0000000,1
52, 1.093807e-10,  27.0000000,1
53, 1.042280e-10,  27.0000000,1
54, 1.183718e-10,  27.0000000,1
55, 1.112668e-10,  27.0000000,1
56, 1.182770e-10,  27.0000000,1
57, 1.123767e-10,  27.0000000,1
58, 1.112108e-10,  27.0000000,1
59, 1.116357e-10,  27.0000000,1
60, 1.207365e-10,  27.0000000,1
61, 1.156770e-10,  27.0000000,1
62, 1.180872e-10,  27.0000000,1
63, 1.079813e-10,  27.0000000,1
64, 1.149322e-10,  27.0000000,1
65, 1.073469e-10,  27.0000000,1
66, 1.212836e-10,  27.0000000,1
67, 1.061117e-10,  27.0000000,1
68, 1.110052e-10,  27.0000000,1
69, 1.181428e-10,  27.0000000,1
70, 1.158150e-10,  27.0000000,1
71, 1.096840e-10,  27.0000000,1
72, 1.112871e-10,  27.0000000,1
73, 1.146477e-10,  27.0000000,1
74, 1.171378e-10,  27.0000000,1
75, 1.103238e-10,  27.0000000,1
76, 9.789783e-11,  27.0000000,1
77, 1.167534e-10,  27.0000000,1
78, 1.027461e-10,  27.0000000,1
79, 1.103363e-10,  27.0000000,1
80, 1.089224e-10,  27.0000000,1
81, 1.144366e-10,  27.0000000,1
82, 1.136021e-10,  27.0000000,1
83, 1.115774e-10,  27.0000000,1
84, 1.156322e-10,  27.0000000,1
85, 1.064816e-10,  27.0000000,1
86, 1.053924e-10,  27.0000000,1
87, 1.145498e-10,  27.0000000,1
88, 1.179382e-10,  27.0000000,1
89, 1.074932e-10,  27.0000000,1
90, 1.148716e-10,  27.0000000,1
91, 1.108554e-10,  27.0000000,1
92, 1.096444e-10,  27.0000000,1
93, 1.085273e-10,  27.0000000,1
94, 1.214734e-10,  27.0000000,1
95, 1.191596e-10,  27.0000000,1
96, 1.171458e-10,  27.0000000,1
97, 1.088676e-10,  27.0000000,1
98, 1.128902e-10,  27.0000000,1
99, 1.090538e-10,  27.0000000,1
100, 1.136157e-10,  27.0000000,1
101, 1.130975e-10,  27.0000000,1
102, 1.060386e-10,  27.0000000,1
103, 1.129621e-10,  27.0000000,1
104, 1.114844e-10,  27.0000000,1
105, 1.059064e-10,  27.0000000,1
106, 1.118577e-10,  27.0000000,1
107, 1.140512e-10,  27.0000000,1
108, 1.147730e-10,  27.0000000,1
109, 1.076596e-10,  27.0000000,1
110, 1.164239e-10,  27.0000000,1
111, 1.100948e-10,  27.0000000,1
112, 1.151848e-10,  27.0000000,1
113, 1.162750e-10,  27.0000000,1
114, 1.052526e-10,  27.0000000,1
115, 1.180398e-10,  27.0000000,1
116, 1.112042e-10,  27.0000000,1
117, 1.090647e-10,  27.0000000,1
118, 1.024575e-10,  27.0000000,1
119, 1.135157e-10,  27.0000000,1
120, 1.132767e-10,  27.0000000,1
121, 1.056268e-10,  27.0000000,1
122, 1.172543e-10,  27.0000000,1
123, 1.082790e-10,  27.0000000,1
124, 1.139562e-10,  27.0000000,1
125, 1.179857e-10,  27.0000000,1
126, 1.110294e-10,  27.0000000,1
127, 1.024997e-10,  27.0000000,1
128, 1.139679e-10,  27.0000000,1
129, 1.047170e-10,  27.0000000,1
130, 1.144883e-10,  27.0000000,1
131, 1.228191e-10,  27.0000000,1
